group_1344	PAGRI_00913	PBONN_01024	PHAYL_01055	PCALE_02543	PFUNG_02465	PMEGA_05499	PPHEM_04003	PPHEX_02753	PPHYM_00796	PPHYT_02970	PSART_01157	PSPRE_00280	PTERA_02676	PTERE_00825	PXENO_03188
group_284	PAGRI_01577	PBONN_01265	PHAYL_02101	PCALE_01202	PFUNG_02981	PMEGA_04942	PPHEM_04259	PPHEX_02369	PPHYM_01433	PPHYT_02515	PSART_01722	PSPRE_00668	PTERA_01307	PTERE_01195	PXENO_03785
rpsF	PAGRI_02335	PBONN_01465	PHAYL_01926	PCALE_01447	PFUNG_03352	PMEGA_04339	PPHEM_07390	PPHEX_01830	PPHYM_00932	PPHYT_01785	PSART_02893	PSPRE_01237	PTERA_01505	PTERE_01752	PXENO_00149
cbbA	PAGRI_00534	PBONN_02398	PHAYL_02485	PCALE_02848	PFUNG_02150	PMEGA_05948	PPHEM_04922	PPHEX_03054	PPHYM_00469	PPHYT_03291	PSART_00804	PSPRE_03248	PTERA_02976	PTERE_00460	PXENO_02865
group_51	PAGRI_01415	PBONN_01143	PHAYL_02227	PCALE_01105	PFUNG_02826	PMEGA_03451	PPHEM_01029	PPHEX_02469	PPHYM_01527	PPHYT_02618	PSART_01626	PSPRE_00572	PTERA_01210	PTERE_01099	PXENO_03682
group_1859	PAGRI_00679	PBONN_00868	PHAYL_00913	PCALE_02715	PFUNG_02293	PMEGA_05801	PPHEM_05059	PPHEX_02923	PPHYM_00603	PPHYT_03152	PSART_00924	PSPRE_00049	PTERA_02844	PTERE_00615	PXENO_02999
leuD_2	PAGRI_07670	PBONN_03513	PHAYL_03582	PCALE_05451	PFUNG_05325	PMEGA_01232	PPHEM_06624	PPHEX_05048	PPHYM_04452	PPHYT_06868	PSART_03828	PSPRE_04296	PTERA_04848	PTERE_05736	PXENO_05227
motA_1	PAGRI_04151	PBONN_00309	PHAYL_00330	PCALE_03350	PFUNG_01612	PMEGA_06512	PPHEM_00657	PPHEX_03565	PPHYM_03056	PPHYT_03847	PSART_04248	PSPRE_02711	PTERA_03496	PTERE_03085	PXENO_02297
rssB	PAGRI_00513	PBONN_02421	PHAYL_02606	PCALE_02868	PFUNG_02129	PMEGA_05969	PPHEM_04902	PPHEX_03076	PPHYM_00447	PPHYT_03312	PSART_00782	PSPRE_03224	PTERA_02997	PTERE_00439	PXENO_02844
metX	PAGRI_00113	PBONN_00042	PHAYL_00078	PCALE_00091	PFUNG_01365	PMEGA_02712	PPHEM_00437	PPHEX_00071	PPHYM_00064	PPHYT_00323	PSART_04025	PSPRE_02506	PTERA_00080	PTERE_00058	PXENO_02069
ddl	PAGRI_03814	PBONN_00603	PHAYL_00619	PCALE_03026	PFUNG_01955	PMEGA_06128	PPHEM_05948	PPHEX_03239	PPHYM_02732	PPHYT_03487	PSART_00154	PSPRE_00007	PTERA_03164	PTERE_02752	PXENO_02671
rplS	PAGRI_00903	PBONN_01012	PHAYL_01046	PCALE_02553	PFUNG_02455	PMEGA_05509	PPHEM_04013	PPHEX_02763	PPHYM_00786	PPHYT_02980	PSART_01145	PSPRE_00270	PTERA_02686	PTERE_00815	PXENO_03177
group_1857	PAGRI_00675	PBONN_00865	PHAYL_00910	PCALE_02719	PFUNG_02289	PMEGA_05805	PPHEM_05055	PPHEX_02927	PPHYM_00599	PPHYT_03156	PSART_00920	PSPRE_00044	PTERA_02849	PTERE_00611	PXENO_02995
group_882	PAGRI_02949	PBONN_01132	PHAYL_02243	PCALE_02130	PFUNG_00333	PMEGA_03953	PPHEM_06007	PPHEX_01183	PPHYM_01988	PPHYT_01415	PSART_03193	PSPRE_01524	PTERA_01126	PTERE_02039	PXENO_00803
group_2816	PAGRI_01478	PBONN_01225	PHAYL_02143	PCALE_01167	PFUNG_02891	PMEGA_04977	PPHEM_04487	PPHEX_02407	PPHYM_01468	PPHYT_02551	PSART_01687	PSPRE_00632	PTERA_01270	PTERE_01160	PXENO_03749
argD_2	PAGRI_02772	PBONN_01729	PHAYL_01489	PCALE_02012	PFUNG_00163	PMEGA_04048	PPHEM_07643	PPHEX_01319	PPHYM_01829	PPHYT_01554	PSART_03117	PSPRE_01452	PTERA_02328	PTERE_01943	PXENO_00607
group_365	PAGRI_03303	PBONN_02182	PHAYL_01133	PCALE_00818	PFUNG_00717	PMEGA_03671	PPHEM_02908	PPHEX_00837	PPHYM_02254	PPHYT_01003	PSART_02069	PSPRE_01850	PTERA_00753	PTERE_02290	PXENO_01190
group_800	PAGRI_01859	PBONN_01611	PHAYL_01727	PCALE_01798	PFUNG_03312	PMEGA_04733	PPHEM_06475	PPHEX_01535	PPHYM_01267	PPHYT_02260	PSART_00384	PSPRE_00831	PTERA_01908	PTERE_01371	PXENO_04163
group_1391	PAGRI_01443	PBONN_01172	PHAYL_02201	PCALE_01131	PFUNG_02855	PMEGA_05014	PPHEM_04521	PPHEX_02441	PPHYM_01503	PPHYT_02585	PSART_01652	PSPRE_00596	PTERA_01235	PTERE_01126	PXENO_03714
hscA	PAGRI_01452	PBONN_01199	PHAYL_02171	PCALE_01141	PFUNG_02865	PMEGA_05004	PPHEM_04513	PPHEX_02432	PPHYM_01494	PPHYT_02576	PSART_01661	PSPRE_00605	PTERA_01244	PTERE_01135	PXENO_03723
group_5345	PAGRI_01790	PBONN_01676	PHAYL_01629	PCALE_01885	PFUNG_03252	PMEGA_04794	PPHEM_06543	PPHEX_01477	PPHYM_01326	PPHYT_02322	PSART_00330	PSPRE_00781	PTERA_01970	PTERE_01310	PXENO_04100
group_754	PAGRI_01465	PBONN_01212	PHAYL_02158	PCALE_01154	PFUNG_02878	PMEGA_04990	PPHEM_04500	PPHEX_02420	PPHYM_01481	PPHYT_02564	PSART_01674	PSPRE_00618	PTERA_01257	PTERE_01147	PXENO_03736
ruvB	PAGRI_00458	PBONN_02505	PHAYL_02711	PCALE_02915	PFUNG_02074	PMEGA_03134	PPHEM_05832	PPHEX_03123	PPHYM_02617	PPHYT_03363	PSART_02637	PSPRE_03170	PTERA_03048	PTERE_02638	PXENO_02789
uvrC	PAGRI_00988	PBONN_02117	PHAYL_01204	PCALE_02475	PFUNG_02542	PMEGA_05421	PPHEM_03930	PPHEX_02685	PPHYM_00867	PPHYT_02894	PSART_01233	PSPRE_00354	PTERA_02609	PTERE_00902	PXENO_03264
fabZ	PAGRI_01654	PBONN_01752	PHAYL_01562	PCALE_01280	PFUNG_03172	PMEGA_04868	PPHEM_07341	PPHEX_02289	PPHYM_01360	PPHYT_02440	PSART_01796	PSPRE_00743	PTERA_02093	PTERE_01270	PXENO_03862
tktA_1	PAGRI_00412	PBONN_02548	PHAYL_02760	PCALE_02952	PFUNG_02029	PMEGA_03098	PPHEM_05874	PPHEX_03166	PPHYM_02659	PPHYT_03408	PSART_02677	PSPRE_03130	PTERA_03089	PTERE_02679	PXENO_02744
rplC	PAGRI_03991	PBONN_00473	PHAYL_00487	PCALE_03204	PFUNG_01773	PMEGA_06319	PPHEM_06998	PPHEX_03418	PPHYM_02908	PPHYT_03668	PSART_03842	PSPRE_02859	PTERA_03338	PTERE_02932	PXENO_02491
group_1809	PAGRI_00308	PBONN_02702	PHAYL_02885	PCALE_00274	PFUNG_01173	PMEGA_02966	PPHEM_04679	PPHEX_00241	PPHYM_00268	PPHYT_00523	PSART_00595	PSPRE_02312	PTERA_00296	PTERE_00257	PXENO_01866
group_673	PAGRI_00840	PBONN_00955	PHAYL_00978	PCALE_02625	PFUNG_02390	PMEGA_05569	PPHEM_04075	PPHEX_02832	PPHYM_00724	PPHYT_03050	PSART_01081	PSPRE_00213	PTERA_02751	PTERE_00751	PXENO_03116
group_916	PAGRI_03162	PBONN_03433	PHAYL_03514	PCALE_00960	PFUNG_00524	PMEGA_03779	PPHEM_03615	PPHEX_01021	PPHYM_02153	PPHYT_01230	PSART_01978	PSPRE_01709	PTERA_00946	PTERE_02196	PXENO_01010
group_162	PAGRI_00091	PBONN_00024	PHAYL_00045	PCALE_00068	PFUNG_01388	PMEGA_02690	PPHEM_00460	PPHEX_00049	PPHYM_00041	PPHYT_00301	PSART_04047	PSPRE_02529	PTERA_00058	PTERE_00035	PXENO_02091
nuoC	PAGRI_03047	PBONN_03346	PHAYL_03434	PCALE_02282	PFUNG_00431	PMEGA_03879	PPHEM_03493	PPHEX_01105	PPHYM_02065	PPHYT_01338	PSART_01893	PSPRE_01599	PTERA_01044	PTERE_02117	PXENO_00917
pcm_1	PAGRI_02286	PBONN_01512	PHAYL_01879	PCALE_01497	PFUNG_03401	PMEGA_04386	PPHEM_05663	PPHEX_01780	PPHYM_00982	PPHYT_01835	PSART_02847	PSPRE_01187	PTERA_01554	PTERE_01700	PXENO_00056
hemC	PAGRI_03242	PBONN_01041	PHAYL_01063	PCALE_00861	PFUNG_00665	PMEGA_03690	PPHEM_02894	PPHEX_00882	PPHYM_02240	PPHYT_01059	PSART_02055	PSPRE_01806	PTERA_00801	PTERE_02273	PXENO_01113
pstA	PAGRI_01025	PBONN_02027	PHAYL_02313	PCALE_02437	PFUNG_02578	PMEGA_05340	PPHEM_03877	PPHEX_02650	PPHYM_00903	PPHYT_02857	PSART_01272	PSPRE_00389	PTERA_02572	PTERE_00936	PXENO_03432
group_1029	PAGRI_03797	PBONN_00619	PHAYL_00634	PCALE_03008	PFUNG_01973	PMEGA_06111	PPHEM_05931	PPHEX_03223	PPHYM_02716	PPHYT_03471	PSART_00171	PSPRE_03074	PTERA_03147	PTERE_02735	PXENO_02687
petA	PAGRI_03893	PBONN_00561	PHAYL_00572	PCALE_03107	PFUNG_01871	PMEGA_06224	PPHEM_06587	PPHEX_03318	PPHYM_02811	PPHYT_03568	PSART_02332	PSPRE_02953	PTERA_03243	PTERE_02832	PXENO_02591
group_1213	PAGRI_07652	PBONN_03494	PHAYL_03563	PCALE_05433	PFUNG_05307	PMEGA_01260	PPHEM_06642	PPHEX_05066	PPHYM_04470	PPHYT_06850	PSART_03810	PSPRE_04279	PTERA_04866	PTERE_05717	PXENO_05209
group_360	PAGRI_03234	PBONN_02010	PHAYL_02305	PCALE_00885	PFUNG_00657	PMEGA_03703	PPHEM_02886	PPHEX_00921	PPHYM_02232	PPHYT_01106	PSART_02048	PSPRE_01786	PTERA_00817	PTERE_02265	PXENO_01100
group_2506	PAGRI_03190	PBONN_03464	PHAYL_03544	PCALE_00930	PFUNG_00552	PMEGA_03745	PPHEM_03647	PPHEX_00991	PPHYM_02182	PPHYT_01199	PSART_02008	PSPRE_01744	PTERA_00920	PTERE_02224	PXENO_01039
rsmD	PAGRI_00352	PBONN_02665	PHAYL_02845	PCALE_00311	PFUNG_01130	PMEGA_03004	PPHEM_04723	PPHEX_00279	PPHYM_00312	PPHYT_00568	PSART_00635	PSPRE_02271	PTERA_00339	PTERE_00303	PXENO_01822
group_1697	PAGRI_06093	PBONN_03253	PHAYL_03344	PCALE_04085	PFUNG_04035	PMEGA_02094	PPHEM_03278	PPHEX_05973	PPHYM_03384	PPHYT_05098	PSART_04517	PSPRE_05503	PTERA_06313	PTERE_04277	PXENO_06902
group_203	PAGRI_00457	PBONN_02506	PHAYL_02715	PCALE_02916	PFUNG_02073	PMEGA_03132	PPHEM_05833	PPHEX_03125	PPHYM_02618	PPHYT_03365	PSART_02639	PSPRE_03168	PTERA_03049	PTERE_02639	PXENO_02787
folD	PAGRI_01430	PBONN_01162	PHAYL_02212	PCALE_01121	PFUNG_02841	PMEGA_05025	PPHEM_04531	PPHEX_02451	PPHYM_01515	PPHYT_02596	PSART_01640	PSPRE_00586	PTERA_01225	PTERE_01113	PXENO_03702
slmA	PAGRI_00114	PBONN_00044	PHAYL_00080	PCALE_00092	PFUNG_01364	PMEGA_02713	PPHEM_00435	PPHEX_00072	PPHYM_00065	PPHYT_00324	PSART_04023	PSPRE_02505	PTERA_00081	PTERE_00059	PXENO_02068
nth	PAGRI_03165	PBONN_03436	PHAYL_03517	PCALE_00957	PFUNG_00527	PMEGA_03776	PPHEM_03618	PPHEX_01018	PPHYM_02156	PPHYT_01227	PSART_01981	PSPRE_01712	PTERA_00943	PTERE_02199	PXENO_01013
group_2173	PAGRI_05305	PBONN_02980	PHAYL_03122	PCALE_03497	PFUNG_06457	PMEGA_00591	PPHEM_01883	PPHEX_04340	PPHYM_04594	PPHYT_04466	PSART_05161	PSPRE_04841	PTERA_04165	PTERE_03583	PXENO_06104
group_2395	PAGRI_00938	PBONN_02167	PHAYL_01147	PCALE_02526	PFUNG_02491	PMEGA_05474	PPHEM_03981	PPHEX_02735	PPHYM_00816	PPHYT_02945	PSART_01180	PSPRE_00304	PTERA_02660	PTERE_00850	PXENO_03213
rpoC	PAGRI_03998	PBONN_00466	PHAYL_00480	PCALE_03211	PFUNG_01766	PMEGA_06326	PPHEM_07056	PPHEX_03427	PPHYM_02915	PPHYT_03675	PSART_00020	PSPRE_02852	PTERA_03345	PTERE_02939	PXENO_02484
pdxJ	PAGRI_00982	PBONN_02124	PHAYL_01198	PCALE_02482	PFUNG_02535	PMEGA_05427	PPHEM_03937	PPHEX_02692	PPHYM_00860	PPHYT_02901	PSART_01226	PSPRE_00347	PTERA_02616	PTERE_00895	PXENO_03257
group_194	PAGRI_00336	PBONN_02679	PHAYL_02860	PCALE_00301	PFUNG_01145	PMEGA_02994	PPHEM_04708	PPHEX_00269	PPHYM_00296	PPHYT_00551	PSART_00623	PSPRE_02284	PTERA_00325	PTERE_00287	PXENO_01837
group_1554	PAGRI_03736	PBONN_00654	PHAYL_00673	PCALE_00393	PFUNG_01053	PMEGA_06057	PPHEM_04806	PPHEX_00360	PPHYM_00392	PPHYT_00652	PSART_00714	PSPRE_02195	PTERA_00430	PTERE_00384	PXENO_01719
group_1347	PAGRI_00946	PBONN_02160	PHAYL_01154	PCALE_02518	PFUNG_02499	PMEGA_05463	PPHEM_03973	PPHEX_02727	PPHYM_00824	PPHYT_02937	PSART_01191	PSPRE_00312	PTERA_02652	PTERE_00858	PXENO_03221
group_929	PAGRI_03215	PBONN_01988	PHAYL_01292	PCALE_00904	PFUNG_00638	PMEGA_03722	PPHEM_02814	PPHEX_00940	PPHYM_02212	PPHYT_01124	PSART_02029	PSPRE_01768	PTERA_00836	PTERE_02246	PXENO_01082
group_731	PAGRI_01102	PBONN_01344	PHAYL_02020	PCALE_02370	PFUNG_02645	PMEGA_05316	PPHEM_03803	PPHEX_02580	PPHYM_01622	PPHYT_02777	PSART_01338	PSPRE_00468	PTERA_02352	PTERE_01003	PXENO_03516
group_312	PAGRI_02307	PBONN_01494	PHAYL_01894	PCALE_01476	PFUNG_03380	PMEGA_04370	PPHEM_05682	PPHEX_01801	PPHYM_00961	PPHYT_01814	PSART_02866	PSPRE_01206	PTERA_01534	PTERE_01723	PXENO_00077
group_806	PAGRI_02194	PBONN_01590	PHAYL_01767	PCALE_01587	PFUNG_03557	PMEGA_04493	PPHEM_05554	PPHEX_01693	PPHYM_01072	PPHYT_01946	PSART_02761	PSPRE_01052	PTERA_01700	PTERE_01605	PXENO_04411
fieF	PAGRI_05472	PBONN_03095	PHAYL_03187	PCALE_03547	PFUNG_06617	PMEGA_00359	PPHEM_03214	PPHEX_04289	PPHYM_04714	PPHYT_04550	PSART_03517	PSPRE_04890	PTERA_04089	PTERE_05292	PXENO_06178
def_1	PAGRI_00086	PBONN_00019	PHAYL_00040	PCALE_00063	PFUNG_01393	PMEGA_02685	PPHEM_00465	PPHEX_00044	PPHYM_00036	PPHYT_00296	PSART_04052	PSPRE_02534	PTERA_00053	PTERE_00030	PXENO_02096
group_1205	PAGRI_07601	PBONN_01943	PHAYL_01332	PCALE_05392	PFUNG_05258	PMEGA_01312	PPHEM_06690	PPHEX_05105	PPHYM_04031	PPHYT_06800	PSART_03756	PSPRE_04232	PTERA_04908	PTERE_05673	PXENO_05165
gidB	PAGRI_04227	PBONN_00246	PHAYL_00258	PCALE_03403	PFUNG_01543	PMEGA_06606	PPHEM_00583	PPHEX_03649	PPHYM_03118	PPHYT_03931	PSART_04160	PSPRE_02645	PTERA_03593	PTERE_03150	PXENO_02213
group_707	PAGRI_00974	PBONN_02132	PHAYL_01184	PCALE_02490	PFUNG_02527	PMEGA_05435	PPHEM_03945	PPHEX_02700	PPHYM_00852	PPHYT_02909	PSART_01218	PSPRE_00339	PTERA_02624	PTERE_00887	PXENO_03249
group_1132	PAGRI_04337	PBONN_02881	PHAYL_03026	PCALE_05648	PFUNG_05510	PMEGA_00963	PPHEM_02719	PPHEX_04897	PPHYM_04212	PPHYT_07058	PSART_04935	PSPRE_04419	PTERA_04696	PTERE_03245	PXENO_05394
group_235	PAGRI_00863	PBONN_00970	PHAYL_00994	PCALE_02601	PFUNG_02414	PMEGA_05548	PPHEM_04058	PPHEX_02809	PPHYM_00744	PPHYT_03027	PSART_01101	PSPRE_00230	PTERA_02728	PTERE_00771	PXENO_03136
polA	PAGRI_07609	PBONN_01950	PHAYL_01325	PCALE_05400	PFUNG_05266	PMEGA_01304	PPHEM_06682	PPHEX_05097	PPHYM_04504	PPHYT_06808	PSART_03764	PSPRE_04240	PTERA_04900	PTERE_05681	PXENO_05173
ribB_2	PAGRI_00756	PBONN_00891	PHAYL_02547	PCALE_02678	PFUNG_02329	PMEGA_05689	PPHEM_04203	PPHEX_02887	PPHYM_00628	PPHYT_03113	PSART_00949	PSPRE_00087	PTERA_02811	PTERE_00645	PXENO_03060
group_431	PAGRI_04025	PBONN_00446	PHAYL_00454	PCALE_03238	PFUNG_01739	PMEGA_06375	PPHEM_06932	PPHEX_03454	PPHYM_02941	PPHYT_03702	PSART_04377	PSPRE_02825	PTERA_03372	PTERE_02965	PXENO_02457
group_820	PAGRI_02223	PBONN_01563	PHAYL_01805	PCALE_01559	PFUNG_03528	PMEGA_04464	PPHEM_05592	PPHEX_01721	PPHYM_01043	PPHYT_01915	PSART_02789	PSPRE_01080	PTERA_01670	PTERE_01636	PXENO_04441
group_2044	PAGRI_03273	PBONN_00909	PHAYL_02518	PCALE_00843	PFUNG_00690	PMEGA_05666	PPHEM_04142	PPHEX_00864	PPHYM_00650	PPHYT_01032	PSART_01015	PSPRE_01825	PTERA_00780	PTERE_00668	PXENO_01139
bpeB_1	PAGRI_00552	PBONN_02385	PHAYL_02469	PCALE_02828	PFUNG_02168	PMEGA_05929	PPHEM_04940	PPHEX_03036	PPHYM_00487	PPHYT_03273	PSART_00819	PSPRE_03266	PTERA_02958	PTERE_00478	PXENO_02883
atpF	PAGRI_04221	PBONN_00253	PHAYL_00265	PCALE_03396	PFUNG_01549	PMEGA_06599	PPHEM_00590	PPHEX_03643	PPHYM_03111	PPHYT_03925	PSART_04167	PSPRE_02651	PTERA_03587	PTERE_03143	PXENO_02220
gshA	PAGRI_00302	PBONN_02708	PHAYL_02891	PCALE_00268	PFUNG_01179	PMEGA_02960	PPHEM_04673	PPHEX_00235	PPHYM_00262	PPHYT_00517	PSART_00589	PSPRE_02318	PTERA_00290	PTERE_00251	PXENO_01872
mltB	PAGRI_00885	PBONN_00996	PHAYL_01030	PCALE_02573	PFUNG_02437	PMEGA_05526	PPHEM_04031	PPHEX_02782	PPHYM_00769	PPHYT_02998	PSART_01128	PSPRE_00252	PTERA_02704	PTERE_00796	PXENO_03159
flgF	PAGRI_04124	PBONN_00335	PHAYL_00360	PCALE_03323	PFUNG_01639	PMEGA_06481	PPHEM_00682	PPHEX_03538	PPHYM_03031	PPHYT_03819	PSART_04275	PSPRE_02740	PTERA_03469	PTERE_03060	PXENO_02324
yffB	PAGRI_01630	PBONN_01776	PHAYL_01540	PCALE_01257	PFUNG_03148	PMEGA_04891	PPHEM_07318	PPHEX_02312	PPHYM_01383	PPHYT_02464	PSART_01772	PSPRE_00721	PTERA_02116	PTERE_01245	PXENO_03838
group_3160	PAGRI_01114	PBONN_01357	PHAYL_02010	PCALE_02358	PFUNG_02657	PMEGA_05303	PPHEM_03791	PPHEX_02568	PPHYM_01610	PPHYT_02765	PSART_01349	PSPRE_00479	PTERA_02471	PTERE_01015	PXENO_03529
group_648	PAGRI_00615	PBONN_02342	PHAYL_02422	PCALE_02769	PFUNG_02234	PMEGA_05871	PPHEM_05000	PPHEX_02978	PPHYM_00546	PPHYT_03212	PSART_00871	PSPRE_03326	PTERA_02899	PTERE_00541	PXENO_02940
group_713	PAGRI_01012	PBONN_02043	PHAYL_02326	PCALE_02452	PFUNG_02565	PMEGA_05353	PPHEM_03889	PPHEX_02663	PPHYM_00890	PPHYT_02871	PSART_01259	PSPRE_00376	PTERA_02585	PTERE_00923	PXENO_03418
cpoB_1	PAGRI_03582	PBONN_00800	PHAYL_00853	PCALE_00483	PFUNG_00946	PMEGA_03234	PPHEM_05750	PPHEX_00450	PPHYM_02515	PPHYT_00749	PSART_02453	PSPRE_02102	PTERA_00528	PTERE_02533	PXENO_01603
group_428	PAGRI_03955	PBONN_00505	PHAYL_00521	PCALE_03168	PFUNG_01808	PMEGA_06284	PPHEM_07033	PPHEX_03382	PPHYM_02872	PPHYT_03631	PSART_03878	PSPRE_02895	PTERA_03303	PTERE_02896	PXENO_02527
eda	PAGRI_00431	PBONN_02532	PHAYL_02746	PCALE_02938	PFUNG_02048	PMEGA_03112	PPHEM_05853	PPHEX_03145	PPHYM_02639	PPHYT_03386	PSART_02659	PSPRE_03148	PTERA_03071	PTERE_02660	PXENO_02766
mogA	PAGRI_00910	PBONN_01019	PHAYL_01052	PCALE_02546	PFUNG_02462	PMEGA_05502	PPHEM_04006	PPHEX_02756	PPHYM_00793	PPHYT_02973	PSART_01152	PSPRE_00277	PTERA_02679	PTERE_00822	PXENO_03185
rpsQ	PAGRI_03982	PBONN_00482	PHAYL_00496	PCALE_03195	PFUNG_01782	PMEGA_06310	PPHEM_07007	PPHEX_03409	PPHYM_02899	PPHYT_03659	PSART_03851	PSPRE_02868	PTERA_03329	PTERE_02923	PXENO_02500
mtgA	PAGRI_03763	PBONN_02559	PHAYL_02771	PCALE_02974	PFUNG_02007	PMEGA_06077	PPHEM_05897	PPHEX_03189	PPHYM_02682	PPHYT_03437	PSART_00205	PSPRE_03108	PTERA_03113	PTERE_02701	PXENO_02721
fliJ	PAGRI_04107	PBONN_00379	PHAYL_00376	PCALE_03307	PFUNG_01655	PMEGA_06464	PPHEM_00698	PPHEX_03522	PPHYM_03014	PPHYT_03803	PSART_04299	PSPRE_02756	PTERA_03450	PTERE_03044	PXENO_02341
group_1115	PAGRI_04251	PBONN_00220	PHAYL_00235	PCALE_03426	PFUNG_01519	PMEGA_06629	PPHEM_00558	PPHEX_03671	PPHYM_03142	PPHYT_03955	PSART_04137	PSPRE_02622	PTERA_03616	PTERE_03175	PXENO_02189
group_695	PAGRI_00939	PBONN_02166	PHAYL_01148	PCALE_02525	PFUNG_02492	PMEGA_05473	PPHEM_03980	PPHEX_02734	PPHYM_00817	PPHYT_02944	PSART_01181	PSPRE_00305	PTERA_02659	PTERE_00851	PXENO_03214
group_1246	PAGRI_00123	PBONN_00053	PHAYL_00089	PCALE_00101	PFUNG_01355	PMEGA_02722	PPHEM_00426	PPHEX_00081	PPHYM_00074	PPHYT_00333	PSART_04015	PSPRE_02497	PTERA_00090	PTERE_00068	PXENO_02059
rpsL	PAGRI_03996	PBONN_00468	PHAYL_00482	PCALE_03209	PFUNG_01768	PMEGA_06324	PPHEM_07054	PPHEX_03425	PPHYM_02913	PPHYT_03673	PSART_00022	PSPRE_02854	PTERA_03343	PTERE_02937	PXENO_02486
apaH	PAGRI_03436	PBONN_02253	PHAYL_02340	PCALE_00654	PFUNG_00843	PMEGA_03543	PPHEM_07505	PPHEX_00644	PPHYM_02379	PPHYT_00864	PSART_02290	PSPRE_02009	PTERA_00640	PTERE_02433	PXENO_01487
maf_2	PAGRI_00962	PBONN_02144	PHAYL_01171	PCALE_02502	PFUNG_02515	PMEGA_05447	PPHEM_03957	PPHEX_02712	PPHYM_00840	PPHYT_02921	PSART_01207	PSPRE_00327	PTERA_02636	PTERE_00875	PXENO_03237
maeB_1	PAGRI_00406	PBONN_02554	PHAYL_02766	PCALE_02958	PFUNG_02023	PMEGA_03092	PPHEM_05880	PPHEX_03172	PPHYM_02665	PPHYT_03417	PSART_02683	PSPRE_03124	PTERA_03096	PTERE_02684	PXENO_01058
purA	PAGRI_01498	PBONN_01245	PHAYL_02119	PCALE_01187	PFUNG_02911	PMEGA_04957	PPHEM_04467	PPHEX_02386	PPHYM_01448	PPHYT_02531	PSART_01707	PSPRE_00652	PTERA_01290	PTERE_01180	PXENO_03770
group_341	PAGRI_03029	PBONN_03330	PHAYL_03419	PCALE_02264	PFUNG_00413	PMEGA_03895	PPHEM_03477	PPHEX_01123	PPHYM_02049	PPHYT_01356	PSART_01877	PSPRE_01581	PTERA_01061	PTERE_02101	PXENO_00895
group_413	PAGRI_03827	PBONN_00590	PHAYL_00606	PCALE_03040	PFUNG_01942	PMEGA_06141	PPHEM_05961	PPHEX_03252	PPHYM_02745	PPHYT_03500	PSART_00141	PSPRE_03044	PTERA_03177	PTERE_02765	PXENO_02658
group_811	PAGRI_02199	PBONN_01585	PHAYL_01772	PCALE_01582	PFUNG_03552	PMEGA_04488	PPHEM_05559	PPHEX_01698	PPHYM_01068	PPHYT_01941	PSART_02766	PSPRE_01057	PTERA_01695	PTERE_01610	PXENO_04416
group_550	PAGRI_00251	PBONN_02807	PHAYL_02946	PCALE_00219	PFUNG_01232	PMEGA_02906	PPHEM_00256	PPHEX_00187	PPHYM_00192	PPHYT_00464	PSART_00549	PSPRE_02359	PTERA_00239	PTERE_00204	PXENO_01927
rodA	PAGRI_00100	PBONN_00031	PHAYL_00066	PCALE_00078	PFUNG_01378	PMEGA_02699	PPHEM_00451	PPHEX_00058	PPHYM_00051	PPHYT_00310	PSART_04038	PSPRE_02519	PTERA_00067	PTERE_00045	PXENO_02082
dapF	PAGRI_00127	PBONN_00057	PHAYL_00093	PCALE_00105	PFUNG_01351	PMEGA_02726	PPHEM_00422	PPHEX_00086	PPHYM_00078	PPHYT_00337	PSART_04011	PSPRE_02493	PTERA_00094	PTERE_00072	PXENO_02055
holA	PAGRI_00425	PBONN_02538	PHAYL_02751	PCALE_02943	PFUNG_02042	PMEGA_03107	PPHEM_05861	PPHEX_03153	PPHYM_02646	PPHYT_03395	PSART_02664	PSPRE_03143	PTERA_03076	PTERE_02666	PXENO_02757
group_901	PAGRI_03053	PBONN_03352	PHAYL_03440	PCALE_02288	PFUNG_00437	PMEGA_03873	PPHEM_03499	PPHEX_01099	PPHYM_02071	PPHYT_01332	PSART_01899	PSPRE_01605	PTERA_01038	PTERE_02123	PXENO_00923
group_217	PAGRI_00600	PBONN_02358	PHAYL_02438	PCALE_02784	PFUNG_02219	PMEGA_05885	PPHEM_04985	PPHEX_02993	PPHYM_00532	PPHYT_03228	PSART_00856	PSPRE_03312	PTERA_02914	PTERE_00527	PXENO_02925
group_1103	PAGRI_04202	PBONN_00272	PHAYL_00283	PCALE_03380	PFUNG_01568	PMEGA_06579	PPHEM_00607	PPHEX_03628	PPHYM_03094	PPHYT_03910	PSART_04193	PSPRE_02668	PTERA_03571	PTERE_03127	PXENO_02237
group_172	PAGRI_00185	PBONN_00101	PHAYL_00133	PCALE_00159	PFUNG_01296	PMEGA_02785	PPHEM_00364	PPHEX_00130	PPHYM_00127	PPHYT_00397	PSART_00469	PSPRE_02443	PTERA_00140	PTERE_00132	PXENO_01991
kdpB	PAGRI_03085	PBONN_03377	PHAYL_03465	PCALE_02321	PFUNG_00469	PMEGA_03820	PPHEM_03531	PPHEX_01067	PPHYM_02115	PPHYT_01301	PSART_01934	PSPRE_01637	PTERA_01006	PTERE_02155	PXENO_00956
